EffectiveDate,IncludedQuantity,MeterCategory,MeterId,MeterName,MeterRates_0,MeterRates_100,MeterRates_1000,MeterRates_1000000,MeterRates_1000000000,MeterRates_10235,MeterRates_1024,MeterRates_10240,MeterRates_10240.0,MeterRates_102400,MeterRates_1024000,MeterRates_1048576,MeterRates_1048576.0,MeterRates_1140,MeterRates_1500,MeterRates_153595,MeterRates_153600,MeterRates_153600.0,MeterRates_16500,MeterRates_1766500,MeterRates_1980000,MeterRates_20,MeterRates_20000,MeterRates_200000,MeterRates_20480,MeterRates_2487.5,MeterRates_25,MeterRates_250,MeterRates_25600,MeterRates_266500,MeterRates_2999900,MeterRates_499000,MeterRates_499900,MeterRates_5,MeterRates_5.0,MeterRates_500,MeterRates_51195,MeterRates_511995,MeterRates_5120,MeterRates_51200,MeterRates_51200.0,MeterRates_512000,MeterRates_512000.0,MeterRates_5120000,MeterRates_5242880,MeterRates_5242880.0,MeterRates_5999900,MeterRates_6500,MeterRates_66500,MeterRates_87.5,MeterRates_90,MeterRates_95,MeterRates_950000,MeterRates_99000,MeterRates_995,MeterRates_9950000,MeterRates_9980000,MeterRates_99900,MeterRates_9999900,MeterRegion,MeterSubCategory,MeterTags_0,Unit
2015-10-01T00:00:00Z,0,Virtual Machines,1e451c33-1810-4a8b-b78e-047341ca84bb,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,Standard_D12 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,48888350-0dec-4aad-a3db-a5eb185275a5,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Standard_D2_v2 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,bcf0cd59-1293-4451-af4d-2988e253ce89,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Standard_D3_v2 VM (Windows),None,Hours
2014-12-01T00:00:00Z,0,Virtual Machines,10dac30e-20bc-484b-b94b-9853fde83b15,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,A2 VM,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,f3668cce-b518-451d-a402-aed7a6aeee45,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,Standard_D3 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,8ed862bd-4de2-4759-82e3-413992166752,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D5_v2 VM,None,Hours
2015-07-01T00:00:00Z,0,Data Services,11401df8-e39e-47f9-bfe8-6d0ae757a180,Premium P11 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,SQL Database,None,Days
2014-10-01T00:00:00Z,0,Virtual Machines,cde95cc6-ef30-4b41-96e0-90def531e381,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US West,Standard_G3 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,89d7ba29-09df-4ba0-9c78-5aa7ee2cffa2,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,Standard_D11 VM (Windows),None,Hours
2014-10-01T00:00:00Z,0,Linux Support,5c33b840-166c-4ef2-a2d9-49fa9f9d456f,Standard VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,A10 Canonical,Third Party,Hours
2015-06-01T00:00:00Z,0,Storage,b74c1bd6-c0ea-4248-b00a-dfe2afce7af0,Premium Storage - Snapshots (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Locally Redundant,None,GB
2014-11-01T00:00:00Z,0,Virtual Machines,7b3fd390-3a9d-419e-b19d-a75199b7c9d7,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US West,G3 SQL Server DW VM,None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,98638d0f-6448-4aff-9228-118a0f6c1fa3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,D3 HDInsight (Non-Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,f7499985-5b63-483a-87c1-e9659afc1727,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,Standard_D3 VM,None,Hours
2015-05-01T00:00:00Z,0,Data Services,e40c606b-e16c-4803-aac4-1e47666f4609,DWU,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,SQL Data Warehouse,None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,ad2e895f-a4a6-4e7e-ac97-4d9b8edeb547,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A5 VM (Windows),None,Hours
2014-11-01T00:00:00Z,12.5,Service Bus,2a9992f8-e914-490b-a7a6-6d21ba55acda,"Operations (in 1,000,000s)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Standard Messaging,None,"1,000,000s"
2016-02-01T00:00:00Z,0,Cloud Services,1ccfedef-65f7-46d6-89cc-3658db2d14ac,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU North,Standard_D1_v2 Cloud Services,None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,ddfbd821-4670-40b9-bee6-408fec422e7a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A5 HDInsight (Non-Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,d5b0c2c3-9ce3-48ab-a8c8-706e53790875,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_D1_v2 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,b386db9f-770f-4ebd-a18e-de244427af94,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,Standard_D12 Cloud Services,None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,80ab921a-b92c-4d26-ac96-944bb3c932a3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A7 VM (Windows),None,Hours
2014-11-01T00:00:00Z,0,Data Services,806f0a00-7fbb-4f67-a61c-26adc81327a5,Studio Experiment Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Machine Learning,None,Hours
2016-02-01T00:00:00Z,0,Cloud Services,d5137365-8535-434f-83a2-4af109e91e60,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,Standard_D12_v2 Cloud Services,None,Hours
2013-12-01T00:00:00Z,0,Virtual Machines,5f08fa38-ace4-4e75-b13f-ff37a34e0541,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,A0 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,CDN,11f88600-1818-4539-ada5-0bd306a13dfa,Premium CDN Data Transfer - S1 (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 2,,None,GB
2015-10-01T00:00:00Z,0,Virtual Machines,a7cabf63-e8ad-4b56-bb1c-f8b9abce4448,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU North,Standard_D11 VM,None,Hours
2014-11-01T00:00:00Z,0,Data Services,079eda81-1004-4bd3-aba3-4a970cb6bbd8,Standard S1 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,SQL Database,None,Days
2014-12-01T00:00:00Z,0,Virtual Machines,f2c1805d-d937-46a2-aee6-66e441144021,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,A3 VM,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,d02d2dc6-1570-419a-afa6-5e612aa482b3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,BASIC.A2 VM (Windows),None,Hours
2014-01-01T00:00:00Z,0,Virtual Machines,567b882c-bf2a-473c-9bd9-99cebd6938b6,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A8 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,0f0c5e45-2657-4afb-b27c-4526c9890705,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D13_v2 VM (Windows),None,Hours
2014-08-01T00:00:00Z,0,Virtual Machines,5dae9203-a8b1-455e-b81d-9f3cbbb091e7,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,BASIC.A0 VM,None,Hours
2015-05-01T00:00:00Z,0,Networking,f4fdacd6-0159-4efa-9a71-5cfbcfaaefc1,Application Gateway Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,Basic Application Gateway (Small),None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,dd4f0779-3771-4a26-a6eb-bf30c2855c9d,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A10 VM,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,f03ee233-e99b-4f12-be9a-b35636be9b41,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,BASIC.A4 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,6f659498-ae97-46d8-b7c9-cc09a65747ef,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D12 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,4d6302b1-a3cd-49c7-96bb-09bc268b59ee,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,Standard_D13_v2 VM,None,Hours
2015-06-01T00:00:00Z,0,Cloud Services,4018a121-f1c4-4405-aa40-a59df52080ab,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_G4 Cloud Services,None,Hours
2014-04-01T00:00:00Z,0,Data Services,c7c7fad9-875d-472e-afe6-90a776e93273,Premium P6 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,SQL Database,None,Days
2014-10-01T00:00:00Z,0,Data Services,2f29032f-38e6-4b02-b11f-af4d02e5d2da,Standard S0 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,SQL Database,None,Days
2014-03-12T00:00:00Z,0,Virtual Machines,28713411-97ea-4a36-8fb3-82ff0d600fec,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Oracle Database Standard and Weblogic Server Standard (8 core),Third Party,Hours
2014-08-01T00:00:00Z,0,Virtual Machines,a3180a65-53ef-4162-a9cb-187cba43f633,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,A7 VM (Windows),None,Hours
2014-12-01T00:00:00Z,0,Virtual Machines,23a287ff-d9c2-47b9-bbe9-16919a975c19,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,A3 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,3a9e19c9-d012-4ba6-bdeb-a34e02f79681,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,Standard_D13_v2 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,af803a77-8a45-426a-909a-4169c4ba4bf0,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D3_v2 VM,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,f5f7cd8f-cfc5-40ee-9970-a9515f652425,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D14 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,39b0ec90-10a0-4fe1-a52b-d9d04dd9d38c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,Standard_D4 VM,None,Hours
2016-02-01T00:00:00Z,0,Cloud Services,5114dbae-3c14-4b73-8b6b-2633ea0bc343,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU North,Standard_D13_v2 Cloud Services,None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,8d0901c1-87c3-43ab-80af-bdbaedd77838,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D12 Cloud Services,None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,a48f58e1-fa30-44ff-8312-d3af67e18f32,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,D4 HDInsight,None,Hours
2015-07-01T00:00:00Z,0,Virtual Machines,c7f09e46-ad79-4984-89f4-77ebebe828e9,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,BASIC.A4 VM,None,Hours
2015-06-01T00:00:00Z,0,Storage,719fc63b-9049-45b7-89f3-746513707f5b,Premium Storage - Page Blob/P20 (Units),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Locally Redundant,None,Units
2014-10-01T00:00:00Z,0,Virtual Machines,b3fe2b28-2d2d-4927-a5a1-c79bb0942fa8,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A11 VM,None,Hours
2015-07-01T00:00:00Z,0,Data Services,df908fa2-21e0-4890-9ad9-2df392d45122,Premium P4 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,SQL Database,None,Days
2015-09-01T00:00:00Z,0,Business Analytics,f77e0007-79bb-4084-ad1d-e032332ca0de,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,D2 HDInsight,None,Hours
2015-10-01T00:00:00Z,0,Service Bus,aace4d2f-175a-43e5-8e28-ce76139c6c76,Messaging Unit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Premium Messaging,None,Messaging Unit
2013-11-01T00:00:00Z,0,Virtual Machines,e65abadc-5a30-4aba-b014-f1ee54bf4bf6,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,A1 VM,None,Hours
2014-10-01T00:00:00Z,0,Data Services,84e893c3-2017-4670-8318-6306c51a80b5,Basic Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,SQL Database,None,Days
2016-02-01T00:00:00Z,0,Virtual Machines,6c6af78e-38c8-4d77-a369-089ec8684db1,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D3_v2 VM (Windows),None,Hours
2015-09-01T00:00:00Z,0,Cloud Services,db5cd96a-4852-4e0b-94e5-5c915d9c1879,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US North Central,A10 Cloud Services,None,Hours
2014-12-01T00:00:00Z,0,Cloud Services,80d2459f-0e26-46c7-9d9a-28f65543951a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A4 Cloud Services,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,9ac8c8b4-69c5-4103-9f43-5c86ef1986b8,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,BASIC.A4 VM,None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,adc752ab-1cd8-4e30-957b-fc7d0321fa03,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US North Central,Standard_D1 Cloud Services,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,5867cf7e-d31a-4d38-9369-1b88c65942fa,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,BASIC.A4 VM,None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,aaa99b30-673d-45e3-b860-f0624f371d5e,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East 2,A6 VM,None,Hours
2013-12-01T00:00:00Z,0,Cloud Services,fe6418a1-ea5e-48b6-8728-63fa1e156695,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A7 Cloud Services,None,Hours
